areacd,d_or_o
E00161597,1
E00072787,1
E00010161,0
E00000608,1
E00154749,2
E00079077,2
E00110218,0
E00093923,0
E00015262,0
E00119832,0
E00145971,2
E00110680,0
E00023080,2
E00000781,2
E00184871,2
E00029544,2
E00112991,0
E00184030,2
E00185689,1
E00160129,2
E00161865,0
E00118633,1
E00115287,0
E00010156,0
E00001029,0
E00126874,0
E00131716,1
E00161874,0
E00118827,0
E00161880,1
E00157291,2
E00012852,0
E00154926,2
E00072611,2
E00154927,0
E00073066,0
E00167248,0
E00162682,1
E00149078,1
E00008773,1
E00131779,0
E00023315,0
E00022620,0
E00009039,2
E00022618,0
E00185803,2
E00022615,2
E00188606,2
E00022907,2
E00010157,2
E00126515,0
E00001252,1
E00159841,0
E00167739,1
E00112964,1
E00095942,0
E00173193,1
E00182224,2
E00022310,2
E00001379,0
E00001320,2
E00001024,0
E00001936,2
E00154846,0
E00061528,2
E00118891,2
E00179027,2
E00001587,1
E00116609,1
E00153552,1
E00189471,0
E00009115,0
E00159960,0
E00008579,1
E00128207,0
E00168039,0
E00113023,0
E00154871,2
E00119465,2
E00008313,1
E00001751,2
E00167033,1
E00008987,0
E00183063,1
E00000880,0
E00010006,1
E00120317,0
E00103815,1
E00008702,1
E00000900,1
E00120472,1
E00131742,2
E00153703,2
E00152625,2
E00022493,1
E00118613,2
E00011128,2
E00125971,1
E00187636,1
E00107440,2
E00092257,2
E00008572,1
E00008712,2
E00001025,0
E00186514,1
E00186515,2
E00182102,1
E00090751,1
E00017600,0
E00010153,2
E00172110,2
E00029546,2
E00113743,1
E00000794,1
E00126533,0
E00126091,1
E00161871,1
E00011329,2
E00187645,1
E00121511,2
E00013834,1
E00008683,0
E00023281,0
E00125972,1
E00174907,1
E00142307,1
E00160125,1
E00075682,2
E00094134,0
E00086180,0
E00110683,0
E00012849,1
E00126516,0
E00159474,0
E00008790,2
E00011756,2
E00002051,1
E00131722,0
E00178835,0
E00103858,0
E00126057,2
E00085195,1
E00126055,0
E00126056,1
E00118655,2
E00083581,2
E00154877,1
E00118630,1
E00173190,0
E00187354,0
E00118654,1
E00116712,2
E00001330,1
E00154928,1
E00121488,2
E00154932,1
E00128208,0
E00157699,2
E00001251,2
E00159970,0
E00013526,2
E00000577,2
E00013541,1
E00095944,2
E00169733,2
E00022610,1
E00008723,0
E00023261,2
E00118925,0
E00019469,2
E00012305,1
E00001572,0
E00029780,1
E00072917,2
E00176977,2
E00154916,0
E00154261,1
E00073134,2
E00187454,0
E00002229,1
E00149284,0
E00179011,0
E00001571,0
E00125717,0
E00118676,0
E00144684,2
E00001323,0
E00125890,2
E00011827,2
E00001540,1
E00179029,2
E00161338,1
E00126479,0
E00178901,0
E00167823,0
E00092980,1
E00001039,0
E00007886,2
E00188417,1
E00090639,0
E00009141,0
E00008591,0
E00126832,1
E00103812,2
E00023248,2
E00183948,0
E00095945,0
E00031899,0
E00095946,2
E00169737,2
E00159463,0
E00100472,0
E00144822,1
E00161493,1
E00169964,2
E00103870,2
E00103856,2
E00103866,1
E00103857,0
E00113852,0
E00109694,0
E00082126,0
E00109388,2
E00154788,0
E00120343,0
E00109391,1
E00119063,2
E00160657,1
E00120326,0
E00168901,2
E00167374,2
E00113854,1
E00118796,1
E00119061,1
E00119119,1
E00120325,1
E00161609,0
E00119058,0
E00092262,1
E00146018,2
E00119057,0
E00119116,2
E00095663,2
E00119067,2
E00190224,2
E00095661,0
E00095662,0
E00095664,2
E00119066,0
E00065863,0
E00168931,0
E00168932,2
E00131653,1
E00112786,0
E00154653,2
E00187470,1
E00104194,1
E00065876,0
E00065872,2
E00167716,1
E00119783,2
E00119782,1
E00119787,2
E00092253,2
E00119786,2
E00119784,0
E00161282,0
E00133293,2
E00088333,2
E00089269,0
E00040908,1
E00091835,1
E00156373,0
E00148083,2
E00078391,0
E00114306,1
E00030207,1
E00175103,0
E00136927,0
E00156188,1
E00030228,0
E00042836,1
E00029628,2
E00093845,1
E00016574,2
E00011344,1
E00091672,2
E00176437,2
E00162216,0
E00112734,0
E00140250,2
E00130599,0
E00000945,1
E00091639,1
E00144138,1
E00174262,1
E00128357,1
E00066175,2
E00140393,2
E00162245,0
E00109577,0
E00101366,2
E00112749,1
E00074236,1
E00066145,0
E00183649,1
E00183556,0
E00092586,2
E00112636,2
E00156153,1
E00030084,1
E00077676,0
E00173823,2
E00140252,1
E00134759,1
E00142051,0
E00089663,1
E00066142,1
E00117904,1
E00091674,0
E00075789,2
E00078390,1
E00074414,1
E00130634,0
E00000005,1
E00109396,1
E00093778,1
E00117041,1
E00184136,2
E00100984,2
E00093842,2
E00094424,0
E00074231,0
E00170408,2
E00030564,2
E00162244,2
E00174316,1
E00114046,0
E00162228,2
E00156151,2
E00121017,1
E00091629,1
E00074426,1
E00029347,1
E00140403,0
E00162222,0
E00077437,2
E00078398,1
E00014338,0
E00065656,2
E00075792,0
E00184811,1
E00066058,1
E00067696,1
E00114884,1
E00078715,1
E00030472,1
E00030467,2
E00078713,1
E00075343,0
E00177750,1
E00030460,2
E00114068,2
E00188820,2
E00142045,2
E00156136,1
E00083762,0
E00040207,2
E00006011,1
E00130595,1
E00117893,1
E00011666,0
E00177787,2
E00107909,0
E00117619,1
E00129144,0
E00137402,1
E00049831,1
E00128349,0
E00030439,0
E00162223,2
E00114820,2
E00107936,0
E00140394,1
E00041596,0
E00185862,0
E00029594,2
E00130375,2
E00117784,2
E00144116,2
E00114815,0
E00015889,1
E00005777,0
E00117801,1
E00140381,2
E00014366,0
E00164039,2
E00168063,0
E00130513,0
E00040208,2
E00140406,0
E00075345,0
E00092997,0
E00130636,2
E00066179,0
E00065634,2
E00066190,1
E00117785,1
E00155045,0
E00009511,2
E00074423,1
E00130608,0
E00102124,0
E00174276,0
E00174277,0
E00041854,0
E00013434,1
E00093848,0
E00030458,0
E00075778,0
E00130606,1
E00009502,0
E00181327,2
E00114307,1
E00041586,0
E00170389,0
E00078712,1
E00075344,2
E00168077,0
E00029420,1
E00162240,0
E00130622,1
E00030221,0
E00075777,2
E00130508,0
E00005333,0
E00114048,2
E00029624,2
E00114487,0
E00005788,2
E00041882,1
E00075762,2
E00016282,1
E00030442,2
E00075793,0
E00091656,1
E00077206,0
E00041402,2
E00027559,2
E00077430,1
E00075760,1
E00074424,0
E00041371,1
E00005466,1
E00114817,0
E00162093,0
E00164001,2
E00093003,1
E00076429,1
E00129033,2
E00092902,0
E00041407,2
E00064569,1
E00014112,2
E00114804,2
E00155930,0
E00117810,0
E00129164,0
E00029317,2
E00093769,0
E00065610,2
E00041400,1
E00114081,2
E00130626,1
E00162225,2
E00077436,1
E00130621,2
E00162203,0
E00054305,2
E00075352,2
E00183431,2
E00029592,2
E00041571,0
E00114083,0
E00041873,1
E00030226,2
E00003613,1
E00117885,1
E00030435,0
E00161088,1
E00092137,0
E00173708,0
E00089658,2
E00073226,1
E00091631,1
E00076414,0
E00181167,0
E00140251,0
E00092995,0
E00140395,0
E00162251,0
E00077429,0
E00041413,1
E00005785,0
E00078705,2
E00123967,1
E00066141,1
E00117812,0
E00091633,0
E00178376,0
E00092888,1
E00093765,1
E00078727,2
E00091677,2
E00016552,2
E00162254,0
E00041849,0
E00041573,0
E00041847,1
E00174879,2
E00114288,1
E00092142,0
E00177704,2
E00076412,2
E00014195,1
E00029598,2
E00066184,0
E00140249,1
E00129455,0
E00092910,0
E00173304,2
E00001270,1
E00103068,1
E00005117,2
E00065589,1
E00078410,1
E00074243,1
E00111523,2
E00129035,1
E00090966,0
E00189907,2
E00001259,2
E00156172,2
E00041393,2
E00093849,2
E00177718,1
E00140374,0
E00140412,2
E00031559,2
E00144111,0
E00117796,2
E00117788,2
E00174245,0
E00029621,1
E00031546,2
E00016660,0
E00130506,0
E00092911,1
E00174341,1
E00117044,2
E00162188,2
E00041589,2
E00156058,0
E00075761,0
E00129031,1
E00030101,1
E00091670,2
E00093850,0
E00075039,0
E00027566,2
E00041607,0
E00109984,2
E00016571,2
E00027546,2
E00162247,0
E00021676,1
E00156133,0
E00162366,1
E00011546,0
E00156156,0
E00162357,1
E00077431,2
E00053722,2
E00117826,2
E00171933,0
E00066125,0
E00129460,2
E00146774,1
E00041594,0
E00092408,2
E00066189,0
E00016788,1
E00109981,2
E00130617,0
E00156137,0
E00138838,0
E00137432,1
E00117786,2
E00162252,2
E00092804,2
E00156363,2
E00137430,0
E00016556,0
E00130511,1
E00078695,2
E00065557,0
E00101370,2
E00163942,0
E00049855,2
E00159584,1
E00140387,1
E00155949,1
E00029630,0
E00083497,0
E00162194,2
E00117725,1
E00112631,0
E00029443,0
E00054339,2
E00029609,0
E00040199,2
E00155104,2
E00117790,0
E00156169,1
E00162204,0
E00066121,1
E00005121,2
E00162064,2
E00157347,1
E00162220,2
E00065619,1
E00183552,1
E00066131,1
E00094472,1
E00118490,1
E00117789,1
E00184749,2
E00005340,2
E00182762,1
E00159658,2
E00066160,1
E00030157,2
E00157272,1
E00092914,1
E00001299,2
E00030103,0
E00164042,2
E00016815,0
E00130518,2
E00005119,1
E00162249,1
E00157270,1
E00109751,2
E00041905,2
E00162201,2
E00016663,1
E00118279,2
E00118266,0
E00109404,0
E00118277,0
E00118282,1
E00117093,2
E00118280,1
E00118273,1
E00117168,2
E00118268,2
E00117171,0
E00118271,0
E00095795,1
E00137031,0
E00089240,0
E00136897,2
E00174635,1
E00136901,0
E00187959,0
E00174628,2
E00136893,0
E00174634,1
E00136903,1
E00136894,1
E00126717,1
E00136902,0
E00144302,1
E00155827,0
E00117322,1
E00088904,2
E00155379,2
E00009325,2
E00034435,2
E00167285,2
E00004617,0
E00055197,2
E00009648,2
E00009331,2
E00033122,1
E00181698,1
E00166866,0
E00009557,1
E00170431,0
E00003230,1
E00155803,2
E00190501,2
E00009292,0
E00117240,2
E00137040,0
E00056614,2
E00152497,2
E00005653,0
E00074216,0
E00167048,0
E00009304,2
E00004790,0
E00084026,2
E00056594,0
E00146663,2
E00078216,0
E00178721,2
E00016370,1
E00020287,1
E00132632,1
E00111601,1
E00109506,1
E00006004,1
E00006716,0
E00004847,2
E00056566,2
E00131630,2
E00137666,0
E00004619,1
E00082733,0
E00165036,0
E00056666,2
E00009564,0
E00033121,2
E00034479,0
E00152670,2
E00002727,1
E00091093,0
E00015010,1
E00160413,1
E00165035,0
E00009463,0
E00053692,2
E00117272,0
E00070412,0
E00155608,1
E00017552,0
E00131631,1
E00032598,2
E00162472,1
E00146271,2
E00006864,2
E00155392,1
E00055643,0
E00122654,0
E00056636,2
E00017564,2
E00009352,2
E00009549,0
E00117247,0
E00029222,1
E00056242,1
E00056218,0
E00032604,0
E00189018,1
E00014933,1
E00162451,2
E00147320,0
E00131312,0
E00082911,2
E00009472,0
E00168958,1
E00073901,2
E00155370,0
E00155244,1
E00056664,1
E00082291,0
E00165091,2
E00190585,1
E00132751,1
E00004612,1
E00056227,2
E00009825,0
E00146541,0
E00184259,1
E00137676,2
E00117258,1
E00004623,2
E00107387,2
E00131684,1
E00009483,1
E00056223,0
E00109873,1
E00137658,2
E00009308,2
E00009280,2
E00138865,0
E00017555,0
E00124066,2
E00078096,0
E00056698,1
E00178843,2
E00083658,2
E00117487,0
E00162450,2
E00083960,0
E00070262,0
E00157214,2
E00093717,0
E00093881,0
E00047969,0
E00036916,1
E00072149,1
E00176669,0
E00092894,2
E00077739,2
E00057520,2
E00040960,2
E00121895,2
E00076300,1
E00131296,2
E00172155,2
E00036922,2
E00024022,0
E00076294,1
E00117519,0
E00127120,0
E00093801,2
E00077458,1
E00151511,0
E00100624,1
E00048985,2
E00036923,0
E00056780,0
E00034515,1
E00057518,2
E00157028,1
E00157048,1
E00093810,0
E00168941,0
E00139802,1
E00093809,2
E00016380,2
E00124123,0
E00036908,0
E00056811,1
E00048963,1
E00057562,0
E00122776,1
E00040922,1
E00072435,2
E00049085,1
E00151252,2
E00127259,1
E00096107,1
E00034523,1
E00127123,2
E00116094,1
E00159361,1
E00056804,1
E00056793,0
E00076311,2
E00093718,1
E00127094,1
E00093802,0
E00166313,2
E00180370,0
E00103614,0
E00180674,1
E00141591,1
E00151489,2
E00057530,1
E00126775,2
E00024014,0
E00075435,2
E00040138,1
E00127101,2
E00136367,1
E00127116,1
E00131019,1
E00127115,2
E00136386,2
E00093712,2
E00151260,2
E00151621,2
E00136393,2
E00126636,0
E00034089,1
E00184610,0
E00077446,0
E00116092,1
E00057525,2
E00023943,2
E00131693,0
E00057548,2
E00149936,2
E00017166,1
E00131302,2
E00016947,2
E00165743,2
E00159632,0
E00131701,1
E00058794,2
E00006381,0
E00049082,0
E00116097,0
E00127097,1
E00093803,2
E00151633,2
E00127174,2
E00039649,2
E00093724,2
E00117301,0
E00151632,0
E00021862,1
E00039638,2
E00103573,2
E00157056,2
E00036407,0
E00036752,1
E00072176,2
E00081843,2
E00084286,1
E00122096,0
E00118737,0
E00183220,1
E00056609,0
E00118156,0
E00091516,1
E00146767,2
E00015883,2
E00065443,2
E00009528,1
E00178715,1
E00112347,1
E00040962,2
E00100172,2
E00112643,2
E00000013,1
E00109081,2
E00168533,1
E00094215,0
E00016516,1
E00121634,0
E00156191,1
E00114221,1
E00036403,2
E00112340,2
E00157172,2
E00118720,1
E00150369,1
E00122093,0
E00174029,1
E00109729,0
E00074318,1
E00111841,0
E00150364,2
E00184760,1
E00162731,0
E00001002,2
E00114283,2
E00087792,2
E00118701,1
E00016494,0
E00065860,1
E00009607,0
E00107908,1
E00188156,1
E00055665,0
E00089318,1
E00100175,1
E00118721,2
E00055626,1
E00178543,1
E00090942,0
E00101377,0
E00146731,2
E00089918,2
E00100182,2
E00121669,0
E00167450,2
E00065665,0
E00094256,0
E00017052,1
E00112339,0
E00067698,2
E00055649,2
E00089088,1
E00111842,2
E00121644,2
E00190345,2
E00016192,0
E00029909,1
E00089730,1
E00184867,1
E00178521,0
E00033223,2
E00083662,1
E00090866,2
E00056652,2
E00036396,1
E00118735,2
E00130598,0
E00120139,2
E00112341,1
E00109088,1
E00074473,2
E00178598,0
E00109730,1
E00000944,1
E00146152,0
E00159161,0
E00036920,0
E00089402,2
E00108970,1
E00148063,0
E00008353,0
E00112649,2
E00188415,1
E00190166,1
E00118697,0
E00137784,0
E00055633,2
E00089401,1
E00183101,1
E00114887,2
E00073257,2
E00114892,2
E00111830,1
E00165787,1
E00093771,1
E00160450,0
E00009522,2
E00072654,2
E00172294,0
E00155324,0
E00009432,2
E00113781,0
E00029279,0
E00128768,0
E00170407,0
E00100121,0
E00100096,2
E00138783,1
E00114483,2
E00122197,1
E00112243,1
E00100139,0
E00074233,2
E00100124,0
E00103157,1
E00084825,2
E00009430,0
E00150366,1
E00083664,2
E00104992,0
E00127241,0
E00108989,0
E00089034,1
E00155832,1
E00029282,2
E00120167,1
E00121668,0
E00109005,0
E00108937,2
E00072645,1
E00121431,2
E00163247,2
E00100174,2
E00112332,1
E00107886,2
E00118731,1
E00108988,1
E00040162,1
E00169006,1
E00128944,1
E00178432,1
E00117520,0
E00187018,0
E00001155,1
E00040210,0
E00021738,2
E00138780,2
E00159587,0
E00009783,0
E00190193,2
E00016946,2
E00091519,1
E00089029,0
E00074232,2
E00111308,0
E00121580,1
E00093934,1
E00130603,2
E00078029,0
E00008250,1
E00108932,2
E00110690,2
E00021653,2
E00009505,2
E00146765,2
E00121674,0
E00016602,1
E00121666,1
E00036925,2
E00083716,2
E00112504,2
E00034826,2
E00091092,0
E00058797,2
E00118723,0
E00183732,1
E00157186,2
E00100415,1
E00067513,2
E00186872,0
E00118732,2
E00016379,1
E00121672,0
E00147968,2
E00111831,0
E00103294,0
E00109660,1
E00100167,2
E00156358,1
E00162221,2
E00121663,0
E00110664,1
E00136820,0
E00178410,2
E00121421,1
E00121416,1
E00100168,1
E00118716,0
E00109082,0
E00155838,0
E00016651,1
E00117052,2
E00108995,2
E00117516,0
E00109787,0
E00108897,2
E00067668,0
E00150310,2
E00172069,0
E00084169,0
E00036730,0
E00034827,1
E00074244,2
E00001003,0
E00176895,1
E00109668,2
E00108999,1
E00150266,0
E00016942,0
E00190313,0
E00121414,0
E00161233,1
E00103293,2
E00101376,0
E00016608,0
E00121664,1
E00178398,1
E00163279,1
E00017487,0
E00125743,1
E00094143,2
E00190198,2
E00090481,1
E00110756,2
E00114059,0
E00119901,0
E00101367,1
E00118146,0
E00150269,2
E00122087,2
E00087835,2
E00178584,1
E00016610,2
E00173256,1
E00016515,1
E00109060,2
E00089320,0
E00084017,0
E00155375,1
E00178515,1
E00103444,1
E00167278,2
E00089314,0
E00084660,1
E00090146,0
E00091091,2
E00120145,2
E00108993,2
E00058788,2
E00028696,1
E00178339,0
E00016500,1
E00036385,2
E00180381,0
E00074256,1
E00089207,2
E00089045,0
E00090503,0
E00155339,1
E00070294,0
E00148072,2
E00073958,1
E00003242,2
E00118168,2
E00003438,1
E00016605,1
E00117510,2
E00019332,0
E00111832,2
E00112663,1
E00167225,1
E00070278,2
E00109790,1
E00016974,0
E00121564,0
E00178452,1
E00190200,1
E00109732,2
E00112650,0
E00052078,0
E00102345,2
E00185332,2
E00137722,1
E00023966,0
E00014973,0
E00091715,1
E00114278,0
E00183430,1
E00120163,2
E00122712,2
E00000685,0
E00178565,1
E00119307,0
E00177207,2
E00130604,2
E00150311,1
E00121656,2
E00014967,0
E00109057,1
E00100620,1
E00122669,0
E00155354,2
E00177311,1
E00014972,1
E00083777,1
E00120170,0
E00150376,1
E00121707,1
E00122509,2
E00033219,1
E00036417,1
E00174675,1
E00036414,1
E00122711,0
E00067699,2
E00073898,1
E00013460,1
E00118165,2
E00161586,2
E00033391,1
E00009417,2
E00008235,0
E00102409,1
E00073234,1
E00189420,0
E00135526,1
E00006135,1
E00121429,1
E00114426,0
E00090853,1
E00130615,1
E00104111,1
E00137776,1
E00100103,1
E00121645,0
E00159378,1
E00148071,2
E00120129,0
E00089904,1
E00076700,1
E00102340,2
E00067502,2
E00161350,1
E00119298,0
E00155343,2
E00155342,0
E00074852,2
E00159617,2
E00112561,0
E00029216,1
E00067509,1
E00131689,0
E00184933,1
E00090854,2
E00016505,2
E00073910,0
E00108966,1
E00003386,2
E00118725,2
E00090858,0
E00121425,0
E00113909,0
E00121433,1
E00138781,1
E00065708,0
E00100107,0
E00065406,1
E00108965,1
E00093747,0
E00120128,1
E00190194,0
E00114634,1
E00016258,0
E00009626,1
E00089136,0
E00033826,0
E00017441,1
E00112678,1
E00122666,2
E00121640,1
E00094196,2
E00121432,2
E00013572,1
E00070935,0
E00122314,2
E00185299,1
E00109084,2
E00154614,2
E00109086,0
E00168844,1
E00189364,2
E00122477,2
E00122664,1
E00122675,1
E00102342,2
E00100095,0
E00121430,2
E00121442,2
E00053881,1
E00066209,0
E00116869,0
E00160541,0
E00117091,1
E00117080,0
E00117974,0
E00116874,2
E00168385,2
E00117088,0
E00117172,1
E00117182,2
E00188566,1
E00117079,1
E00117175,0
E00117174,2
E00186873,1
E00117181,1
E00116811,2
E00117092,2
E00117090,2
E00117082,0
E00116880,0
E00159437,0
E00180730,2
E00117089,2
E00089242,1
E00126765,2
E00178453,1
E00126708,1
E00166609,2
E00168384,1
E00072646,1
E00146409,0
E00072647,0
E00126706,2
E00125816,1
E00065866,0
E00036919,2
E00163512,1
E00036924,0
E00146368,2
E00146369,0
E00036928,2
E00036917,0
E00065886,2
E00036927,0
E00036930,2
E00178355,0
E00178347,0
E00089266,1
E00089200,0
E00147240,2
E00157181,1
E00099303,2
E00143369,1
E00183370,1
E00074753,0
E00119504,1
E00131663,1
E00162918,2
E00094400,2
E00121043,1
E00140841,2
E00147613,1
E00042471,1
E00161370,0
E00120504,0
E00153293,0
E00184292,2
E00078811,0
E00128919,2
E00142221,2
E00140307,1
E00131665,1
E00103795,1
E00120505,0
E00014071,2
E00082612,2
E00153301,1
E00128990,2
E00082620,2
E00090223,0
E00015163,1
E00110123,2
E00189901,0
E00087494,0
E00153278,1
E00061683,1
E00082636,0
E00086761,0
E00167730,1
E00086759,0
E00153288,0
E00138992,1
E00174947,0
E00115746,0
E00184972,2
E00155470,0
E00147414,0
E00090065,0
E00153316,1
E00075223,2
E00103307,1
E00058381,1
E00170525,1
E00071015,1
E00014070,0
E00031265,2
E00160561,0
E00092727,2
E00005832,1
E00067630,0
E00040877,1
E00161709,2
E00144762,2
E00129236,2
E00157490,0
E00103794,2
E00118492,0
